recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_at_review,author_last_played,language,review,timestamp_created,timestamp_updated,voted_up,comment_count,steam_purchase,hidden_in_steam_china,review_id
149175449,76561198080341095,26,4,15165,13895,1698921054,english,Banger,1698642828,1698642828,True,0,True,True,149175449
149174693,76561198355373262,0,2,13726,12298,1698907651,english,Great Game,1698641341,1698641341,True,0,True,True,149174693
149174129,76561199190984431,0,3,919,776,1698648671,english,give it a chance its great especially on pc,1698640166,1698640166,True,0,True,True,149174129
149173982,76561199081302388,30,3,13589,13588,1698640462,english,cinematic masterpiece,1698639872,1698639872,True,0,True,True,149173982
149173514,76561198388533357,0,8,2929,2767,1698947909,english,"good game
",1698639005,1698639005,True,0,True,True,149173514
149173021,76561198098605147,0,18,11790,11790,1698615815,english,"Amazing characters, story, gameplay, visuals, soundtrack. Absolute masterpiece.",1698638010,1698638010,True,0,True,True,149173021
149172695,76561198113818845,123,2,4967,4941,1698895998,english,its fun,1698637387,1698637387,True,0,True,True,149172695
149172592,76561198839680113,97,1,3336,3336,1608134915,english,"this game is so good that we haven't heard from our good friend exzile in over 2 weeks and on going. all of his friends have been concerned as we havent even gotten a ""i'm okay"" text or anything. idk a lot about Cyberpunk 2077 but hell if a game can make our very good friend exzile to go mia for this long of a time and hes having to much fun on Cyberpunk 2077 to even send his worrying friends a message to let us know hes okay must be one good ass game!",1698637202,1698637202,True,0,True,True,149172592
149172499,76561197970101913,104,1,11219,10565,1698903265,english,Can't stop playing after PL released and Patch 2.0 came out,1698637057,1698637057,True,0,True,True,149172499
149172128,76561199080843321,0,1,7276,6045,1698893330,english,"Absolutely Enthralling game. Makes you feel like it's you, the decisions you make carry weight on your heart or free it up. One of the best games I've ever played, if not the best. Preem quality. 100 percent give it a play if you've never tried it. You won't regret it, Choom.",1698636416,1698636416,True,0,True,True,149172128
149171698,76561198076601776,134,5,8804,8657,1698645319,english,"One of my fav games, for sure! A lot of special characters, the immersion of the world is absolutly fantastic, the narrative is superb too. The gameplay is not extraordinary, if you played skyrim or fallout 4 you will not be too far off, and with the 2.0 update things got more polished. So, despite the rough start, cybepunk is a must play.",1698635634,1698635634,True,0,True,True,149171698
149171497,76561198899898776,0,8,731,538,1698749902,english,um its gta but like first person and cyber shit,1698635226,1698635226,True,0,True,True,149171497
149171061,76561198271649697,90,2,6005,6005,1698299215,english,"only minor bugs left, worth the extra for phantom liberty",1698634481,1698634481,True,0,True,True,149171061
149171009,76561198087324639,0,34,13926,13926,1698618757,english,Update 2.0 and Phantom Liberty are excellent.,1698634411,1698634411,True,0,True,True,149171009
149170619,76561199275937406,0,1,10559,10441,1698724508,english,Game is amazing now.. try it you wont be dissapointed,1698633772,1698633772,True,0,True,True,149170619
149170476,76561198001553020,0,33,12974,12120,1698913905,english,My name is Nick and I DO Recommend this game.,1698633516,1698633516,True,0,True,True,149170476
149170364,76561198088086431,0,5,1686,1387,1698908553,english,"It took more than two years, but this game is in a great state now, and it's such a blast to play. If you had originally passed, or like me tried it at launch only to be disappointed, now is the time to play this epic RPG!",1698633329,1698633329,True,0,True,True,149170364
149169903,76561198040992940,0,3,15964,15964,1665828390,english,In Night City you can become--,1698632570,1698632570,True,0,True,True,149169903
149169462,76561197966963457,0,46,8351,7501,1698881161,english,"my vision is augmented

the projectile launch system is the most silent way to eliminate adam smasher",1698631795,1698631795,True,0,True,True,149169462
149168887,76561198171451441,869,61,5663,5663,1698630855,english,"Fighting bosses as a stealth build is absolutely miserable.

10/10",1698630892,1698630892,True,0,True,True,149168887
149168867,76561198828451532,28,3,6276,5759,1698890288,english,fye,1698630864,1698630864,True,0,True,True,149168867
149167818,76561198122378774,0,8,247,247,1690414229,english,Most of my playtime has been on Xbox Series X so ignore my low hours on here. Wow this game has come a long long way. From crappy fps and poor utilization to this masterpiece. Phantom Liberty brought me back in and I am so glad I did. This expansion brought out genuine emotions I haven’t felt about a game since Arthur Morgan’s final ride in RDR 2. One particular moment is when Songbird talks about being just another used corpo tool as you look out over Night City. The ambient song Just Another Weapon plays softly in the background during this scene. Chef’s kiss.,1698629179,1698692976,True,0,True,True,149167818
149167771,76561198365550221,0,3,65198,64591,1698909847,english,"this is one of the best story driven games I've ever played. it is timely, smart and stylish. I recommend it to anyone who appreciates a good story in a well developed world.",1698629121,1698629121,True,0,True,True,149167771
149167747,76561198192121217,0,4,7725,5685,1698891582,english,good game,1698629087,1698629087,True,0,True,True,149167747
149167437,76561197990946982,0,1,7664,6946,1698941828,english,Absolutely astonishing on a 4090. Amazing work team.,1698628614,1698628614,True,0,True,True,149167437
149166198,76561198074996962,244,77,501,307,1698638762,english,"This game is incredible from when i played it on release.
",1698626742,1698626742,True,0,True,True,149166198
149166085,76561197979809645,0,5,4493,4493,1697276939,english,"Definitely an improvement over launch, feels the same yet so much different and polished. 

It's generally fun working on builds now, playing through, driving through night city in all it's path tracing glory. The combat definitely feels better along with certain other aspects of combat your build can provide. It's a complete 180.",1698626600,1698626600,True,0,True,True,149166085
149165717,76561198351285438,0,20,7498,6152,1698876102,english,"CD Projekt Red is amazing, Especially after this 2.0 update I have been amazed with the love and quality given to this game, I have been with this game since its first release and played on xbox originally but had to buy this on PC after the new update especially to enjoy the true beauty this game has to offer, Me being a big Bethesda fan and hoping they would deliver the kind of feel to Starfield but what they brought to this game just was unmatched, Yall killed it 100% the cut scenes, the dialogue, the game play its all there, This game is legit the only game to keep that entertainment value for me within the past 4 years of horrible releases and just all around forgettable games, Hope they keep up the good work and look forward to the future titles this company releases.",1698626049,1698626049,True,0,True,True,149165717
149165658,76561199157847996,0,1,33133,33024,1698883692,english,"I really have enjoyed this game it feels like skyrim, grand theft auto, and call of duty, with a futuristic spin i would recommend this game to anyone who thinks that sounds good i give it a 9.5/10 only because i believe there is all ways room to do better...",1698625964,1698625964,True,0,True,True,149165658
149165590,76561198887866422,0,4,8147,8126,1698797116,english,"base game 8.8/10
Phantom Liberty 9/10",1698625883,1698625883,True,0,True,True,149165590
149165474,76561198171573235,563,3,8758,8758,1698620153,english,"I have played this game at every major junction in it's life, when it came out, the first major updates, the first overhaul and each time I had a really great time playing but it always felt like something was missing from the feel of the game. Which subsequently meant I lost interest and never made it out of Watson, but now with the 2.0 update I have to say I am enjoying this game more then I ever thought I would or could and I can't wait to continue playing and finally experience the full story of this game. I just want to thank CDPR for not giving up on this game like so many other developers would have and finally giving us one of the best games I have had the pleasure of playing over the past few years",1698625729,1698625729,True,0,True,True,149165474
149165470,76561198058839682,405,13,11506,11506,1698624174,english,you can yeet dead people 10/10,1698625726,1698625726,True,0,True,True,149165470
149164797,76561198216625865,0,18,15998,14174,1698804720,english,"In a vanilla 2.0+ build, it's a fun, if janky and not-quite revolutionary, game that does its best when telling the challenging, if not emotionally affecting main story and side quests. A good, if not great, story-centric FPS RPG game deserving of your time, if not your money.
However...
With the right mods (courtesy of NexusMods), like a gun combat overhaul and certain QoL cheats + Cosmetic changes? The game (especially post 2.0+ perk/attribute reworks/builds) becomes a borderline masterpiece. Where it can be very challenging, immersive in its roleplay, and even go as far as to let you cosplay characters from the Edgerunners show, more or less.
It goes from a good game because of its story and writing, to a genuinely challenging experience that immerses you into the role of an Edgerunner that needs to chromes up to stay ahead and survive, with a genuinely good, touching story to boot!

As of writing, I'm currently on the tail-end of my Streetkid ""Rebecca V"" run, and I'm already dreading the ending. Not because it'd be a bad/disatisfying one, but because my V's story, so far, would be over. Like most beautiful things in Night City, they don't last long, and rarely get anything more than bittersweet endings. 
But even so, I'd do it all again, like it was the first time.
So,
Toast to David Martinez, Maine, Rebecca, Johnny, and Jackie
To the chooms loved and lost 
To this 
o/",1698624660,1698625257,True,0,True,True,149164797
149164695,76561199353178390,0,2,8933,8696,1698693487,english,i never fade away ...,1698624511,1698624511,True,0,True,True,149164695
149164266,76561198930933593,52,18,1265,766,1698873765,english,sword,1698623912,1698623912,True,0,True,True,149164266
149164152,76561198030072638,0,1,2391,2022,1698717941,english,Outstanding game!,1698623739,1698623739,True,0,True,True,149164152
149164037,76561199245841903,0,2,954,954,1698623527,english,10/10 worth the money,1698623597,1698623597,True,0,True,True,149164037
149163849,76561198092130137,157,5,2158,1728,1698894135,english,"To a casual observer of the genre, it feels like Fallout in a different setting. Just my take. Fun, but not revolutionary. Worth it on a sale but no way I'd pay $80+ for the experience with DLC.",1698623311,1698623311,True,0,True,True,149163849
149163833,76561197968459286,0,41,12764,12764,1698622987,english,"I already enjoyed Cyberpunk 2077 in spite of all its faults at the 1.0 launch, but with the 2.0 update and Phantom Liberty expansion, it brought be back for another start-to-finish playthrough doing every quest I could. The worlld and writing were always strong, but now the game looks and plays better than ever. There has never been a better time to give the game a shot if you passed on it the first time.",1698623284,1698623284,True,0,True,True,149163833
149163512,76561198212985772,0,13,5763,5698,1698794650,english,fun game and good story,1698622797,1698622797,True,0,True,True,149163512
149163403,76561198014371199,0,21,10346,10113,1698864369,english,ye,1698622622,1698622622,True,0,True,True,149163403
149163132,76561197994802156,86,3,11776,11585,1698888211,english,Love it,1698622226,1698622226,True,0,True,True,149163132
149162913,76561198016577002,0,100,447,90,1698655083,english,"Heralded as one of the most anticipated games of its generation, Cyberpunk 2077 emerged from the masterminds at CD Projekt Red, the team celebrated for their work on The Witcher series.

Cyberpunk 2077 is a highly ambitious open-world role-playing game set in the sprawling metropolis of Night City. The title promised a deeply immersive dystopian experience rich with narrative depth, intricate character development, and a bustling world ripe for exploration.

Dive deep into the heart of corporate espionage, mercenary life, and existential crisis. But remember, the story isn't just about avenging your fallen comrade or dealing with a rogue AI; it's also about those unexpected moments like when your car spawns inside a building. Ah, the tales you'll tell!

Visually, the game is stunning, especially when characters don't randomly T-pose to assert dominance or when your motorcycle doesn't decide to take flight. The neon lights, the rain-slicked streets, and the jaw-dropping vistas make it easy to forget that your character might be walking around with missing pants—yes, even if you're sure you put them on. The city's aesthetic captures the essence of a cyberpunk dystopia, juxtaposing the glitzy lives of corporate moguls with the grim reality of gang-infested neighbourhoods. Character models, vehicles, and interiors exhibit meticulous detail, reinforcing the immersive nature of the game world.

At its core, Cyberpunk 2077 revolves around V, a customisable (from your eyes to your... more intimate areas) protagonist, and their intertwining fate with Johnny Silverhand, a digital ghost portrayed by Keanu Reeves. The plot traverses themes of identity, freedom, and the fight against oppressive corporatism. While the central story line captivates, the side quests and incidental stories found in the nooks and crannies of Night City often steal the show, delivering the depth and narrative nuance CD Projekt Red is known for.

Between the gunfights, hacking, and dialogues, you might encounter your car acting like a trampoline or an NPC defying the laws of physics. But don't let that distract you! Instead, take it as an added mini-game: ""Spot the Oopsy."" Winner gets bragging rights and a free trip to the local Ripperdoc to check for potential cyberpsychosis.

Cyberpunk 2077 is a masterpiece of chaos, minor glitches, and raw potential. Strap in, grab your malfunctioning cyberdeck, and embark on a journey filled with more unexpected laughs than a comedy club on a Saturday night. And always remember to check if you're wearing pants before you leave V's apartment. It's a wild world out there!

When it shines, it offers moments of narrative brilliance, breathtaking world design, and engrossing gameplay.

Note - the game is now nearly three years old and continues to receive updates. It runs very well on ultra settings on mid-range graphics cards like the AMD 7800XT or Nvidia RTX4070.",1698621924,1698621924,True,0,True,True,149162913
149162413,76561198125581698,0,3,5413,5413,1698535497,english,vroom vroom my gpu is crying,1698621188,1698621188,True,0,True,True,149162413
149162213,76561197972242241,0,5,45857,41935,1698947699,english,"It is an incredibly detailed major city with interesting characters, fun story lines and plenty of lead to go around. I highly recommend this game.

Fun fact, Night City is located in Morro Bay, California.",1698620918,1698620918,True,0,True,True,149162213
149162004,76561198049126262,0,29,3592,3592,1698618364,english,"Amazing RPG. Still buggy as of 2.01, but definitely playable. I only ran into 1 game-breaking bug that forced my to reload a save 2-hours prior, and all other bugs were visual, like cars and people occasionally popping out of nowhere.
While Cyberpunk 2077 doesn't quite live up to Witcher 3, the cyberpunk aesthetic feels new and different in gaming, the game looks amazing, the gameplay is nice, and the DLC is pretty good. 
The only real complaint is that most of the quests involve ""Follow around this NPC that is walking 2 miles-per-hour for 2-minutes while they occasionally talk about something"". I imagine there's a mod to speed that up, but I thought modern games* were past this type of storytelling
*I've heard Starfield still does this, but I've also heard that Starfield feels like a game from 2015, so it might be a stretch to call it a ""modern game""",1698620616,1698620616,True,0,True,True,149162004
149161856,76561197995172461,0,4,9482,9411,1698709363,english,Johnny Silverhand detonated a nuke on Arasaka Tower on my birthday.,1698620416,1698620416,True,0,True,True,149161856
149161673,76561198025050162,404,14,10021,10021,1698619216,english,"The story is what gets me with this game. it is a great one, well written. well executed.  The endings can really hit hard too.  Sure when it first released it ran like crap. but over all the game is great.  The 2.0 really changes up a lota of combat mechanics and makes for quite an interesting alteration.",1698620169,1698620169,True,0,True,True,149161673
149161635,76561199090998332,0,18,2690,2423,1698897141,english,"I swear, the sex scenes were for a achievement",1698620135,1698620135,True,0,True,True,149161635
149161398,76561199438609803,0,3,862,862,1698619835,english,x,1698619837,1698619837,True,0,True,True,149161398
149161347,76561199219060153,0,1,1450,1443,1698621677,english,I wish i picked male V so i could sex to woman but at least i can sex the man,1698619742,1698619742,True,0,True,True,149161347
149161134,76561198894626495,0,6,914,737,1698638153,english,Much better than at launch very enjoyable.,1698619434,1698619434,True,0,True,True,149161134
149160929,76561198452821341,0,5,7262,7262,1698535804,english,"After playing through Cyberpunk 2077 once, checking out all endings and finishing the DLC, I can confidently say, CP2077 may be one of the best games I've ever played.
Looking at games, that reach a similar status in my ranking, I can extract the essence why it ranks among RDR2 and Witcher 3 in my TOP 5: 

Extra-ordinary immersiveness.

What does a game need to do to let you feel this?
Well, imo it needs to fulfill three criteria:
1. Good narrative: 
A good story needs good written characters and a compelling plot. It must move the player emotionally and deliver some sort of deeper message. It must also explore and enrich the setting. 
The story fulfills all of these things, the base game has some problems, atleast in its main quest: You can clearly tell that content was cut and compressed, especially the last third of the game. Of course, this was unfixable with an update. 
The characters are exceptional, and the lore of the world is very fleshed out. 
The endings are commonly described as very depressing, maybe they are, but they are all are a perfect conclusion of what it means trying to make footprint between all of these mega corps in this capitalistic dystopia.

2. Presentation:
This is not only about graphics, which should be ad least good, but most important coherent and reliable. The game is not allowed to rember you that you are playing a game. CPs graphics are superb, and break now very little.
CP has no loading screens through the whole game, nada. It's a miracle.
Also, animations. They're very good, in the DLC they're perfect. The crux are the NPCs, which must be very human like, but still follow the rules of the fantasy. That's something very hard to pull off, and that's why I think that VR will be used for more something like CP2077 than something like WoW. 
Also the dialogues. The times of freezing and frame centered NPCs that stare directly into your soul are over. The NPCs in this game move around and do stuff while talking, you move around, you drink beer, stir soup, and so on while talking.
The only change I would consider is that menus like map and inventory should be non pausing.
3. Gameplay
In this part the game must deliver on the power fantasy. It does it very well. The skill system is sensible, the fighting is fun.
I played a netrunner based build which relied on smart guns for fire power. So I have nothing to say about the melee combat, this will be thoroughly checked during my second playthrough.

In the end I bow to the devs for finally delivering on their original vision. The road was tough, mistakes were made and lessons HOPEFULLY learnt. This is the new benchmark for all the story based single player openworld games out there, in every aspect.",1698619144,1698619144,True,0,True,True,149160929
149160577,76561198124438871,303,34,2872,2827,1698944089,english,"I preordered the game back in 2020, played a one hour and refunded the game. 3 years later, the game still has occasional bugs that mostly end up funny.

Cyberpunk has an excellent story, with some of the best written characters I've ever seen in a video game.",1698618689,1698618689,True,0,True,True,149160577
149160530,76561198145536695,0,6,11120,10525,1698890501,english,"One of the best immersive experience ever. Really make you want to ""live"" through the story. Many thanks to CDPR not to leave this in a poor 2020 condition and made it great!",1698618646,1698618646,True,0,True,True,149160530
149160261,76561198005687229,199,13,11411,11351,1698621810,english,"great hard sci fi, characters are personable and not just two dimensional stereotypes, it makes you actually want to listen to the dialogue. World building is AMAZING. Must play CRPG experiences!",1698618308,1698618308,True,0,True,True,149160261
149160187,76561198069613106,0,4,3637,3637,1698616900,english,"In 2023 rate is so understated
Same level with Witcher 3 in my opinion
An excellent game that has been perfected",1698618207,1698618207,True,0,True,True,149160187
149159440,76561198033339109,75,14,7076,6274,1698874088,english,"Enjoyed it on release, played it and did one ending. They fixed almost everything and the DLC is great. Love this game.
",1698617264,1698617264,True,0,True,True,149159440
149158486,76561198089134983,214,20,1442,1442,1698616035,english,Really good despite the short comings,1698616118,1698616118,True,0,True,True,149158486
149158429,76561198187962583,0,25,4205,4137,1698855515,english,better now,1698616061,1698616061,True,0,True,True,149158429
149157553,76561198249017636,90,20,2536,2536,1698615029,english,Phenomenal story and gameplay,1698615061,1698615061,True,0,True,True,149157553
149157251,76561198032289941,0,74,5579,5309,1698758547,english,"Stick some iron in your mouth and pull the trigger
-Keanu Reeves",1698614740,1698614740,True,0,True,True,149157251
149157217,76561198322216140,0,1,5795,5701,1698620991,english,"one of my all time favorite game, i m glad i tried it !",1698614701,1698614701,True,0,True,True,149157217
149157065,76561198369460779,27,8,6727,6495,1698698975,english,amazing,1698614543,1698614543,True,0,True,True,149157065
149156973,76561198977786247,0,2,4661,4389,1698888543,english,"The game is good. I thought it was going to be a lot longer, which is good that it isn't because trying different builds and different stories on new playthroughs is more feasible",1698614440,1698614440,True,0,True,True,149156973
149156771,76561198074135414,0,10,2588,2276,1698791736,english,Great,1698614242,1698614242,True,0,True,True,149156771
149156758,76561197992092316,0,1,7802,7387,1698947332,english,"I was waiting many years for the next ""Deus EX"" Seems that another company made me that favor. Worth every minute.",1698614231,1698614231,True,0,True,True,149156758
149156688,76561198872392528,0,6,1967,1802,1698758660,english,its good,1698614144,1698614144,True,0,True,True,149156688
149156652,76561198380090381,100,17,2465,1927,1698781981,english,Since I just started playing now it might keep my sanity in tact while waiting for GTA 6,1698614099,1698614099,True,0,True,True,149156652
149156561,76561198151609218,149,50,6063,5678,1698637166,english,Love the combat,1698614000,1698614000,True,0,True,True,149156561
149156387,76561197972058232,134,2,1488,1326,1698878394,english,"The game still has some bugs but after the 2.0 it is a highly enjoyable piece of entertainment. Playing through the main campaign has not presented any game breaking issues. The game has a cool setting, story and features many interesting characters. The gameplay is also fun although not top of the class. It works well in Ubuntu 23.10 using Proton on an AMD graphics card.",1698613803,1698613803,True,0,True,True,149156387
149156248,76561198205701441,282,5,5554,5302,1698794936,english,bethesda are bad at making games,1698613665,1698613665,True,0,True,True,149156248
149155259,76561198011264509,357,20,4691,4691,1698612654,english,Not playing this game is GONK AF,1698612678,1698612678,True,0,True,True,149155259
149154022,76561199086376692,63,8,1942,1319,1698871659,english,Like,1698611406,1698611406,True,0,True,True,149154022
149153273,76561198137464455,0,8,2868,2868,1698610393,english,"Is the game still buggy? Absolutely. Is there still performance issues? Absolutely. Will I gladly put up with those to continue playing every expansion that comes out? Absolutely.
This feels a bit like skyrim at this point, occasional hilarious bugs, sometimes loading a save because of them, but usually its more entertaining then annoying. I can still be fully immersed in the world and play for hours without realising. It will never live up to the hype train it made for itself, but ignoring that its an excellent game.",1698610627,1698610627,True,0,True,True,149153273
149153115,76561198236146018,0,9,5623,5130,1698873938,english,"After the dlc, the game performance is so much better",1698610478,1698610478,True,0,True,True,149153115
149151848,76561199078506104,0,7,2226,1828,1698923327,english,"I saw panams booty ans was like, AWOOGA",1698609207,1698609207,True,1,True,True,149151848
149151838,76561198328522361,0,2,4099,3576,1698816647,english,"Its pretty good may have some lag issues and the game may quit on you sometimes, but it works. always save Manually",1698609189,1698609189,True,1,True,True,149151838
149151010,76561198033568961,0,1,14529,14257,1698875014,english,its always been good but 2.0 made it even better,1698608385,1698608385,True,0,True,True,149151010
149149272,76561198027591336,256,12,8532,8532,1698605256,english,"
TLDR; everyone have to experience this masterpiece!

One of the best experience I ever had from a video game, the setting and story feels like very close at home, even though the setting is something that still remain a fiction, but every little problems that peoples in Night City experienced are something that can be spotted in the news or even from someone that you know or even your own experience.

Gameplay also fun enough to keep you wanting more, the combat is very stylish and plenty of approaches to resolve a quest with different build. There are some issue like minor bug, some identical NPCs on the street, but all those are not really hinder the overall almost perfect experience.

gameplay 8.5/10
story 9.5/10
music 10/10",1698606757,1698606757,True,0,True,True,149149272
149148626,76561199541143337,0,2,8636,6839,1698930760,english,"I played this game twice, when it first released and after phantom liberty, and I can't stress enough how far the game has come since then. CDProjekt has turned this game into a PC MUST PLAY beyond any doubt. Definitely scratches that sci-fi blade runner itch.",1698606124,1698606124,True,0,True,True,149148626
149148497,76561199363072203,0,8,1695,1628,1698732455,english,i accidentally got into a relationship with Panam and i am not ready for that,1698605998,1698605998,True,0,True,True,149148497
149148304,76561197993128658,358,27,8303,8303,1698568300,english,I just finished this game and I already miss Night City.,1698605799,1698605799,True,0,True,True,149148304
149148019,76561198190759406,1653,107,2486,1039,1698912411,english,This game insulted me for having a RTX 3080Ti,1698605549,1698605549,True,0,True,True,149148019
149147440,76561199490145226,0,1,1234,378,1698882364,english,the only thing i hate abt this game is that i had to buy it again bcs i used to have on ps4 and they didnt relese new update there lol,1698605020,1698605020,True,0,True,True,149147440
149147176,76561198119740304,0,3,19256,19256,1698360180,english,"Honestly it was a pretty top tier game on release, just left a lot to be desired. After 2.0 and Phantom Liberty, all I can say is wow. Thinking of doing another run already.",1698604754,1698604754,True,0,True,True,149147176
149146639,76561198017968623,62,1,12808,12398,1698631511,english,"What more can I say that has not already been said. Redemption arc complete, and I will be enjoying this game for a long time.",1698604284,1698604284,True,0,True,True,149146639
149146115,76561199520241662,0,1,5724,5724,1697929999,english,"Game version : 2.0
Overall playing time : 95h
Percentage of game completed : 100%

Probably the best game I've played in recent years. 

I spent almost 100 hours discovering the nooks and crannies of NightCity as V. At first glance, the Open-World is incredible, and whether you're traveling by vehicle, on foot or via teleporters, I had a great time visiting the map. There are a few weak points, however. NPCs on foot seem to be part of the scenery (apart from a few rare exceptions) and in cars, NPCs seem to be absent, giving way to a very rudimentary driving script.

The main and secondary scenarios are very well written, and the immersion in V's story and in the Cyberpunk universe is just perfect. A few allusions to the Edgerunners series reinforce the game's universe and story. The various romances (depending on the gender of your character) add a new layer of emotion to a game that aspires to thrill its players. When it comes to the game's various aspects (DLC included), the word that seems to best describe them is perfect. The universe and the character take us towards different ends, but with a single objective : to make us feel deep emotions again !

As for the Phatom Liberty DLC, it adds another level to the game's writing and storyline. With cinematics worthy of action films and characters with new exciting stories. I clearly saw a huge difference between the original story and the one in the DLC, and this heralds a second opus of unprecedented quality!

Thank you CD PROJEKT for this game, and I'm looking forward to the next one!",1698603780,1698684926,True,0,True,True,149146115
149145680,76561198052288354,110,5,4006,3941,1698607258,english,They've managed to completely renew my interest in the game after a lackluster launch. It's incredible now and well worth getting into after the recent update.,1698603354,1698603354,True,0,True,True,149145680
149145384,76561198017218939,0,10,22269,22269,1698344176,english,It's a good game with nice graphics and story,1698603063,1698603063,True,0,True,True,149145384
149145116,76561199414035306,0,2,1124,359,1698933666,english,awesome game but my GTX1070ti is fighting for its life to run this on medium to low,1698602830,1698602830,True,0,True,True,149145116
149144873,76561197993406987,0,3,1931,1787,1698617319,english,This game has come a looong way since its launch a few years back!,1698602596,1698602596,True,0,True,True,149144873
149144349,76561198110388716,37,11,6844,6640,1698795577,english,Actually good after 2.0 Update. Path Tracing in this game is something else,1698602073,1698602073,True,0,True,True,149144349
149144286,76561198318838617,225,16,8841,8841,1698596297,english,best game so far,1698602027,1698602027,True,0,True,True,149144286
149144178,76561198371849321,0,4,24665,24638,1698615873,english,Great game would recommend to anyone who wants a versatile open world game,1698601912,1698601912,True,0,True,True,149144178
149144027,76561198333464573,101,2,5550,4660,1698947451,english,cause i really want to stay at your house,1698601750,1698601750,True,0,True,True,149144027
149143886,76561198202081020,0,14,1976,1804,1698619112,english,"yes
",1698601624,1698601624,True,0,True,True,149143886
149143763,76561198254110927,0,5,14775,12085,1698947254,english,Awesome Game!,1698601500,1698601500,True,0,True,True,149143763
149143678,76561198049825578,0,9,4320,4320,1698601148,english,Started playing when 2.0 came out. Haven't noticed too many bugs just some minor ones. The game is in a really good state right now. All in all my experience was fantastic and i recommend the game for anyone that wants a story rich game with fantastic graphics and gameplay.,1698601418,1698601418,True,0,True,True,149143678
149143275,76561198045456437,0,18,17745,17521,1698897148,english,good game,1698601037,1698601037,True,0,True,True,149143275
149142976,76561198386206684,49,8,18611,17268,1698884473,english,"Fun, immersive, beautiful, absolutely awesome!",1698600766,1698600766,True,0,True,True,149142976
149142859,76561197960276298,0,8,1034,1034,1698525997,english,Access denied.,1698600661,1698600661,True,0,True,True,149142859
149142765,76561198175862923,0,1,29345,28781,1698893515,english,"After all the updates the game became significantly better and alot of fun to play with different builds, i am still having issues with my stash not displaying my iconics, and not getting skippy quest to get rid of him, and the iconic in the eubunike does not appear in my inventory when i pick it up, but aside from those small issues the game is good.",1698600572,1698600572,True,0,True,True,149142765
149142536,76561197972243234,522,48,2878,2781,1698843001,english,"This is the best single player game I currently have; it's story is embedded in an intense and deep future dystopia and give a feeling, that could be best described as 'Far Cry' + 'GTA' --> resulting in the best single player FPS-RPG with state of the art voice acting and graphics. 

I deeply recommend it.",1698600369,1698624618,True,0,True,True,149142536
149142438,76561197960939567,25,3,14254,14254,1698265499,english,"in the 2.0 update, this is literally one of the best games i have ever played.  It is immersive and addictive, the combat is great and the graphics are amazing.  The only gripes i have is that PL is the only DLC, this game still has a lot left in the tank and its sad to see it come to and end, it would be nice to see some expansions, mission packs or something to keep you playing it once you have completed all content.",1698600284,1698600284,True,0,True,True,149142438
149141848,76561198008685947,0,39,14860,14860,1698590521,english,good now. dlc better than main game,1698599684,1698599684,True,0,True,True,149141848
149141810,76561197976386388,279,41,5980,5286,1698905478,english,"Amazing, 2.0 made this game feel brand new. Go for the Melee build!",1698599649,1698599649,True,0,True,True,149141810
149141451,76561198031382137,0,25,11039,10869,1698609559,english,"The time to play this game is now! The latest updates has just put those lame-ass SoMe gurus and shitty executives that ruined the release to shame, only thing left is just a goddamn pretty game with lots of depth, soul and nerve.

It's sexy GTA in the future what more do you want! It was a long journey but the dev team arrived, now show them the support they deserve and let's hope this game get a long life with many great DLCs",1698599349,1698599349,True,0,True,True,149141451
149141077,76561198026291680,0,3,3093,2832,1698709768,english,good.,1698598986,1698598986,True,0,True,True,149141077
149140164,76561199001573944,0,4,12226,11887,1698878848,english,update 1.6 and everything after haves been amazing. 3-1 comeback in the finals fo sho.,1698598208,1698598208,True,0,True,True,149140164
149139760,76561197975201754,0,2,3459,3223,1698879865,english,"After more than 2 years post release this game is finally done and I think it's fantastic. I don't usually give reviews but I'm so impressed by CDPR's committment to turning this nightmare around that I had to give this a thumbs up. Yes, you failed us, CDPR. But you took the backlash on the chin and didn't stop until the game was right and I really appreciate that. In over 40 hours of gameplay post patch 2.02 I only encountered one really major bug and it almost made me nostalgic when I saw that car fly through a bridge and explode for no reason. Apart from that, almost nothing in terms of glitches. Well done, and please don't do this to us ever again.",1698597848,1698597848,True,0,True,True,149139760
149139632,76561197970790414,0,7,22189,21513,1698803145,english,"I know that the launch was bad but this is one of the best games I have ever played. Don't blame the teams that made this blame shareholders and upper management for the flawed launch. Greed won out and almost destroyed one of the best developers that has ever been.

Really give it a try, its an amazing game.",1698597725,1698597725,True,0,True,True,149139632
149139451,76561198087436654,0,18,5041,5041,1698597339,english,"This game, with the latest expansion and overhaul update, has turned into something special. Special enough that it's really all I want to play right now. Feels truly next gen and is a stunning full package. Red Dead 2 was probably the last game that I played that felt this next level, and this has raised that bar again. I've never been in a game world that feels so alive and I'm looking forward to multiple playthroughs to experience each angle of the story.",1698597548,1698597697,True,0,True,True,149139451
149139303,76561198136957565,127,15,4757,4631,1698685758,english,Love it. Story and Design just perfect.,1698597419,1698597419,True,0,True,True,149139303
149139201,76561198245327140,119,8,4124,3820,1698942427,english,great game,1698597303,1698597303,True,0,True,True,149139201
149139108,76561197998710934,0,6,27927,27249,1698795915,english,Fantastic.,1698597215,1698597215,True,0,True,True,149139108
